user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCF_000741775.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium subtile	GCF_000741775.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium subtile	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000741785.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium stellenboschense	GCF_000741785.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium stellenboschense	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000743535.1_in	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas donghaensis	GCF_000743535.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas donghaensis	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000743575.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia riboflavina	GCF_000743575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia riboflavina	100.0	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000743705.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria halocynthiae_B	GCF_000743705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria halocynthiae_B	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000743945.1_in	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Basilea;s__Basilea psittacipulmonis	GCF_000743945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Basilea;s__Basilea psittacipulmonis	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744105.1_in	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter forsetii	GCF_000744105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter forsetii	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744115.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A alterfunditum	GCF_000744115.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A alterfunditum	100.0	0.987	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744185.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A funditum	GCF_000744185.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A funditum	100.0	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744225.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora mediocidica	GCF_000744225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora mediocidica	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744255.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium divergens	GCF_000744255.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium divergens	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744285.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A pleistocenium	GCF_000744285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A pleistocenium	100.0	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744375.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium gallinarum	GCF_000744375.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium gallinarum	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744435.1_in	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea jasoniae	GCF_000744435.1	95.0	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea jasoniae	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744505.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp900473185	GCA_900473185.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp900473185	96.96	0.855	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744515.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900101455.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus sp900101455	92.14	0.843	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000016765.1, s__Rhizorhabdus wittichii, 95.0, 80.35, 0.37; GCF_001429065.1, s__Rhizorhabdus sp001429065, 95.0, 80.29, 0.356; GCF_001428605.1, s__Rhizorhabdus sp001428605, 95.0, 80.12, 0.353; GCF_900167915.1, s__Rhizorhabdus histidinilytica, 95.0, 80.06, 0.351; GCF_000971055.1, s__Rhizorhabdus sp000971055, 95.0, 80.06, 0.35; GCF_002355275.1, s__Rhizorhabdus dicambivorans, 95.0, 79.96, 0.372; GCF_008274695.1, s__Rhizorhabdus montanisoli, 95.0, 79.95, 0.383; GCF_004005865.1, s__Rhizorhabdus crocodyli, 95.0, 79.93, 0.357; GCA_004297635.1, s__Rhizorhabdus sp004297635, 95.0, 79.89, 0.523; GCF_001015195.1, s__Rhizorhabdus sp001015195, 95.0, 79.6, 0.339; GCF_011044255.1, s__Rhizorhabdus phycosphaerae, 95.0, 79.55, 0.333; GCA_018006725.1, s__Rhizorhabdus sp018006725, 95.0, 79.23, 0.29	98.69	11	0.98861	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCF_000744555.1_in	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia amurskyensis	GCF_009725985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia amurskyensis	98.12	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744655.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus rugosus	GCF_000744655.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus rugosus	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744705.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus albus	GCF_000744705.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus albus	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744735.1_in	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus hydrocarbonoclasticus	GCF_000744735.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus hydrocarbonoclasticus	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744775.1_in	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermorudis;s__Thermorudis peleae	GCF_000744775.1	95.0	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermorudis;s__Thermorudis peleae	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744785.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora azatica	GCF_000744785.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora azatica	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744815.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus_A;s__Streptacidiphilus_A oryzae	GCF_000744815.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus_A;s__Streptacidiphilus_A oryzae	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744825.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A mobile	GCF_000744825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A mobile	100.0	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000744885.1_in	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus amyloliquefaciens	GCF_000744885.1	95.0	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus amyloliquefaciens	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745065.1_in	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caliditerrae	GCF_021462525.1	95.0	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus caliditerrae	96.82	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745125.1_in	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A jeotgali	GCF_000745125.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A jeotgali	100.0	0.987	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745345.1_in	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces yeochonensis	GCF_000745345.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces yeochonensis	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745425.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__Beijerinckia mobilis	GCF_000745425.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__Beijerinckia mobilis	100.0	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745455.1_in	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__Mesoaciditoga;s__Mesoaciditoga lauensis	GCF_000745455.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__Mesoaciditoga;s__Mesoaciditoga lauensis	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
GCF_000745545.1_in	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900114015.1, s__Caulobacter sp900114015, 95.0, 92.02, 0.802; GCF_004342605.1, s__Caulobacter sp004342605, 95.0, 91.68, 0.874; GCF_010977555.1, s__Caulobacter rhizosphaerae, 95.0, 91.51, 0.786; GCF_001426905.1, s__Caulobacter sp001426905, 95.0, 90.3, 0.753; GCF_000712075.1, s__Caulobacter sp000712075, 95.0, 90.05, 0.745; GCF_011045195.1, s__Caulobacter soli, 95.0, 89.58, 0.677; GCA_017744495.1, s__Caulobacter sp017744495, 95.0, 88.77, 0.815; GCF_000281955.1, s__Caulobacter sp000281955, 95.0, 88.36, 0.723; GCF_001427665.1, s__Caulobacter sp001427665, 95.0, 88.3, 0.768; GCA_014378155.1, s__Caulobacter sp014378155, 95.0, 86.43, 0.804; GCA_017745235.1, s__Caulobacter sp017745235, 95.0, 86.12, 0.679; GCF_003185805.1, s__Caulobacter sp003185805, 95.0, 84.97, 0.678; GCF_016135805.1, s__Caulobacter hibisci, 95.0, 84.87, 0.62; GCF_002737765.1, s__Caulobacter sp002737765, 95.0, 84.78, 0.776; GCF_001425745.1, s__Caulobacter sp001425745, 95.0, 84.76, 0.68; GCF_019931575.1, s__Caulobacter segnis_C, 95.0, 84.71, 0.669; GCA_001449105.1, s__Caulobacter vibrioides_C, 95.0, 84.7, 0.662; GCF_011043625.1, s__Caulobacter sp011043625, 95.0, 84.54, 0.685; GCF_003722335.1, s__Caulobacter flavus, 95.0, 84.54, 0.637; GCF_003116815.1, s__Caulobacter endophyticus, 95.0, 84.46, 0.629; GCF_003094615.1, s__Caulobacter radicis, 95.0713, 84.46, 0.643; GCF_002858925.1, s__Caulobacter zeae, 95.0713, 84.43, 0.66; GCF_023935105.1, s__Caulobacter segnis_B, 95.0, 84.35, 0.632; GCA_903900155.1, s__Caulobacter sp903900155, 95.0, 84.16, 0.672; GCF_002742625.1, s__Caulobacter sp002742625, 95.0, 84.03, 0.588; GCA_017744445.1, s__Caulobacter sp017744445, 95.0, 83.99, 0.647; GCA_023445955.1, s__Caulobacter sp023445955, 95.0, 83.97, 0.654; GCF_003931565.1, s__Caulobacter sp003931565, 95.0, 83.93, 0.608; GCF_001556515.1, s__Caulobacter sp001556515, 95.0, 83.92, 0.644; GCF_002742635.1, s__Caulobacter sp002742635, 95.0, 83.84, 0.645; GCA_003243465.1, s__Caulobacter segnis_A, 95.0, 83.8, 0.635; GCF_013181195.1, s__Caulobacter sp013181195, 95.0, 83.66, 0.578; GCA_002280875.1, s__Caulobacter sp002280875, 95.0, 83.66, 0.698; GCF_000372645.1, s__Caulobacter vibrioides_E, 95.0, 83.61, 0.668; GCA_018895795.1, s__Caulobacter sp018895795, 95.0, 83.53, 0.74; GCF_000092285.1, s__Caulobacter segnis, 95.0, 83.51, 0.671; GCF_002737755.1, s__Caulobacter sp002737755, 95.0, 83.32, 0.669; GCF_002858865.1, s__Caulobacter vibrioides, 95.0, 83.1, 0.697; GCF_002310375.3, s__Caulobacter vibrioides_D, 95.0, 83.07, 0.675; GCF_003060965.1, s__Caulobacter sp003060965, 95.0, 82.98, 0.697; GCF_001414055.1, s__Caulobacter henricii, 95.0, 82.94, 0.65; GCA_020161365.1, s__Caulobacter sp020161365, 95.0, 82.57, 0.63; GCF_002742645.2, s__Caulobacter sp002742645, 95.0, 82.5, 0.589; GCA_002280275.1, s__Caulobacter vibrioides_A, 95.0, 82.46, 0.678; GCF_002749615.1, s__Caulobacter mirabilis, 95.0, 80.72, 0.519; GCA_017307205.1, s__Caulobacter sp001896875, 95.0, 80.69, 0.604; GCA_913776195.1, s__Caulobacter sp913776195, 95.0, 80.55, 0.574; GCA_021741355.1, s__Caulobacter sp021741355, 95.0, 80.18, 0.515; GCA_903858185.1, s__Caulobacter sp903858185, 95.0, 80.11, 0.548; GCA_016234625.1, s__Caulobacter sp016234625, 95.0, 80.0, 0.545; GCA_004144935.1, s__Caulobacter sp004144935, 95.0, 80.0, 0.591; GCA_016125585.1, s__Caulobacter sp016125585, 95.0, 79.84, 0.513; GCF_009905535.1, s__Caulobacter sp009905535, 95.0, 79.8, 0.511; GCA_019636175.1, s__Caulobacter sp019636175, 95.0, 79.47, 0.53; GCA_945861515.1, s__Caulobacter vancanneytii_A, 95.0, 78.53, 0.398	98.25	11	0.99075	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
